"","Provider Name","County","State","Ownership Type","CMS Provider Number"
"2400","WESTPARK NEUROLOGY AND REHABILITATION CENTER","Cuyahoga","OH","For profit","365796"
"2401","GREENVILLE HEALTHCARE","Darke","OH","For profit","365532"
"2402","REST HAVEN NURSING HOME INC","Darke","OH","For profit","365448"
"2403","CRESTVIEW REHAB & SKILLED NRSG SRVCS","Fairfield","OH","For profit","365344"
"2404","ALTERCARE OF CANAL WINCHESTER POST-ACUTE RC","Franklin","OH","For profit","366367"
"2405","ARLINGTON COURT NURSING & REHABILITATION CENTER","Franklin","OH","For profit","365950"
"2406","BUCKEYE TERRACE REHABILITATION AND NURSING CENTER","Franklin","OH","For profit","365933"
"2407","CAPITAL CITY GARDENS REHABILITATION AND NURSING CE","Franklin","OH","For profit","365315"
"2408","CONTINUING HEALTHCARE OF GAHANNA","Franklin","OH","For profit","366094"
"2409","FIRST COMMUNITY VILLAGE HEALTHCARE CTR","Franklin","OH","Non profit","365047"
"2410","FOREST HILLS CENTER","Franklin","OH","For profit","365980"
"2411","FRIENDSHIP VILLAGE OF DUBLIN","Franklin","OH","Non profit","365560"
"2412","GRAND THE","Franklin","OH","For profit","366435"
"2413","HEARTLAND OF DUBLIN","Franklin","OH","Non profit","366418"
"2414","HEARTLAND OF WESTERVILLE","Franklin","OH","Non profit","365611"
"2415","ISABELLE RIDGWAY POST ACUTE  CARE CAMPUS LLC","Franklin","OH","For profit","366207"
"2416","LAURELS OF WORTHINGTON, THE","Franklin","OH","For profit","365256"
"2417","MAJESTIC CARE OF WHITEHALL","Franklin","OH","For profit","366201"
"2418","MCNAUGHTEN POINTE NURSING AND REHAB","Franklin","OH","For profit","365195"
"2419","MILL RUN CARE CENTER","Franklin","OH","For profit","366142"
"2420","THE LAURELS OF GAHANNA","Franklin","OH","For profit","366457"
"2421","WESLEY GLEN HEALTH SERVICES CORP","Franklin","OH","Non profit","365504"
"2422","WEST PARK CARE CENTER LLC","Franklin","OH","For profit","365799"
"2423","WILLOW BROOK CHRISTIAN HOME","Franklin","OH","Non profit","365988"
"2424","BRIAR HILL HEALTH CARE RESIDEN","Geauga","OH","For profit","365937"
"2425","BURTON HEALTH CARE CENTER","Geauga","OH","For profit","366092"
"2426","BROOKWOOD RETIREMENT COMMUNITY","Hamilton","OH","For profit","365712"
"2427","BURLINGTON HOUSE REHAB & ALZHEIMER'S CARE CENTER","Hamilton","OH","For profit","365892"
"2428","CARECORE AT THE MEADOWS","Hamilton","OH","For profit","366175"
"2429","CLOVERNOOK HEALTH CARE AND REHABILITATION CENTER","Hamilton","OH","For profit","365551"
"2430","KENWOOD TERRACE CARE CENTER","Hamilton","OH","For profit","365178"
"2431","SANCTUARY POINTE NURSING & REHABILITATION CENTER","Hamilton","OH","For profit","366432"
"2432","TWIN LAKES","Hamilton","OH","Non profit","366319"
"2433","WEXFORD PLACE INC.","Hamilton","OH","For profit","365734"
"2434","SCENIC POINTE NURSING AND REHAB CTR","Holmes","OH","For profit","366333"
"2435","CARDINAL WOODS SKILLED NURSING & REHAB CTR","Lake","OH","For profit","365658"
"2436","OHIO LIVING BRECKENRIDGE VILLAGE","Lake","OH","Non profit","365581"
"2437","KINGSTON OF VERMILION","Lorain","OH","For profit","365639"
"2438","MAIN STREET CARE CENTER","Lorain","OH","For profit","365865"
"2439","O'NEILL HEALTHCARE NORTH RIDGEVILLE","Lorain","OH","For profit","365685"
"2440","WESLEYAN VILLAGE","Lorain","OH","Non profit","365162"
"2441","ADDISON HEIGHTS HEALTH AND REHABILITATION CENTER","Lucas","OH","For profit","366041"
"2442","CONCORD CARE CENTER OF TOLEDO","Lucas","OH","For profit","365030"
"2443","CONTINUING HEALTHCARE OF TOLEDO","Lucas","OH","For profit","365488"
"2444","DIVINE REHABILITATION AND NURSING AT SYLVANIA","Lucas","OH","For profit","365898"
"2445","FOUNDATION PARK CARE CENTER","Lucas","OH","For profit","365752"
"2446","FRANCISCAN CARE CTR SYLVANIA","Lucas","OH","Non profit","365907"
"2447","HEATHERDOWNS REHAB & RESIDENTI","Lucas","OH","For profit","365737"
"2448","KINGSTON CARE CENTER OF SYLVANIA","Lucas","OH","For profit","366305"
"2449","LAKES OF MONCLOVA HEALTH CAMPUS THE","Lucas","OH","For profit","366406"
"2450","LAURELS OF TOLEDO SKILLED NURSING AND REHABILITATI","Lucas","OH","For profit","366328"
"2451","LUTHERAN HOME AT TOLEDO","Lucas","OH","Non profit","366188"
"2452","ORCHARD VILLA","Lucas","OH","For profit","366068"
"2453","OTTERBEIN MONCLOVA","Lucas","OH","Non profit","366361"
"2454","PARK TERRACE NURSING AND REHABILITATION CENTER","Lucas","OH","For profit","365339"
"2455","PROMEDICA GOERLICH CENTER","Lucas","OH","Non profit","366317"
"2456","RIDGEWOOD MANOR","Lucas","OH","For profit","365952"
"2457","SPRING MEADOWS NURSING & REHABILITATION CENTRE","Lucas","OH","For profit","366042"
"2458","SUNSET VILLAGE","Lucas","OH","Non profit","366242"
"2459","THE GARDENS OF ST. FRANCIS","Lucas","OH","Non profit","366312"
"2460","WATERVILLE HEALTHCARE","Lucas","OH","For profit","365617"
"2461","BEEGHLY OAKS CENTER FOR REHABILITATION & HEALING","Mahoning","OH","For profit","366195"
"2462","CANFIELD ACRES LLC DBA WINDSOR HOUSE AT CANFIELD","Mahoning","OH","For profit","366460"
"2463","HUMILITY HOUSE","Mahoning","OH","Non profit","366186"
"2464","MASTERNICK MEMORIAL HEALTH CARE CENTER","Mahoning","OH","For profit","366375"
"2465","OHIO LIVING PARK VISTA","Mahoning","OH","Non profit","365275"
"2466","SHEPHERD OF THE VALLEY-BOARDMAN","Mahoning","OH","Non profit","365580"
"2467","ST MARY'S ALZHEIMER'S CENTER","Mahoning","OH","For profit","365715"
"2468","VISTA CENTER OF BOARDMAN","Mahoning","OH","For profit","365760"
"2469","WADSWORTH POINTE","Medina","OH","For profit","366237"
"2470","WESTERN RESERVE MASONIC COMM","Medina","OH","Non profit","366240"
"2471","KOESTER PAVILION","Miami","OH","Non profit","365735"
"2472","SPRINGMEADE HEALTHCENTER","Miami","OH","Non profit","365882"
"2473","ANNA MARIA OF AURORA","Portage","OH","For profit","365072"
"2474","ARBORS AT STREETSBORO","Portage","OH","For profit","365718"
"2475","WOODLANDS HEALTH AND REHAB CENTER","Portage","OH","For profit","366127"
"2476","MEADOWS OF LEIPSIC","Putnam","OH","For profit","366252"
"2477","ARBORS AT MIFFLIN","Richland","OH","For profit","365763"
"2478","BEST CARE NURSING & REHAB CTR","Scioto","OH","For profit","365398"
"2479","ALTERCARE OF ALLIANCE CTR FOR REHAB & NC INC","Stark","OH","For profit","365402"
"2480","ALTERCARE OF NOBLES POND, INC","Stark","OH","For profit","366298"
"2481","BETHANY NURSING HOME, INC","Stark","OH","For profit","366334"
"2482","JACKSON RIDGE REHABILITATION AND CARE CENTER","Stark","OH","For profit","366271"
"2483","MEADOW WIND HEALTH CARE CTR INC","Stark","OH","For profit","365665"
"2484","SAINT LUKE LUTHERAN HOME","Stark","OH","Non profit","365521"
"2485","ARBORS AT STOW","Summit","OH","For profit","365720"
"2486","BATH CREEK ESTATES","Summit","OH","For profit","366403"
"2487","BATH MANOR SPECIAL CARE CENTRE","Summit","OH","For profit","365847"
"2488","CONCORDIA AT SUMNER","Summit","OH","Non profit","366289"
"2489","DIVINE REHABILITATION AND NURSING AT CANAL POINTE","Summit","OH","For profit","365259"
"2490","HICKORY RIDGE NURSING & REHABILITATION  CENTER","Summit","OH","For profit","365134"
"2491","MANOR OF GRANDE VILLAGE","Summit","OH","For profit","366346"
"2492","OHIO LIVING ROCKYNOL","Summit","OH","Non profit","365051"
"2493","PEBBLE CREEK","Summit","OH","For profit","365727"
"2494","SEASONS NURSING AND REHAB","Summit","OH","For profit","366183"
"2495","STOW GLEN HEALTH CARE CENTER","Summit","OH","For profit","366278"
"2496","THE COLONY HEALTHCARE CENTER","Summit","OH","For profit","365633"
"2497","O'BRIEN MEMORIAL HEALTH CARE C","Trumbull","OH","For profit","365555"
"2498","SHEPHERD OF THE VALLEY - NILES","Trumbull","OH","Non profit","365298"
"2499","VISTA CENTER AT THE RIDGE","Trumbull","OH","For profit","365823"
"2500","WASHINGTON SQUARE HEALTHCARE CENTER","Trumbull","OH","For profit","365784"
"2501","WINDSOR HOUSE AT CHAMPION","Trumbull","OH","For profit","366281"
"2502","NEW DAWN REHABILITATION AND HEALTHCARE CENTER","Tuscarawas","OH","For profit","365990"
"2503","CEDARS OF LEBANON CARE CENTER","Warren","OH","For profit","366296"
"2504","CEDARVIEW CARE CENTER","Warren","OH","For profit","365690"
"2505","HEARTLAND OF MARIETTA","Washington","OH","Non profit","365780"
"2506","GLENDORA HEALTH CARE CENTER","Wayne","OH","For profit","366036"
"2507","SMITHVILLE WESTERN CARE CENTER","Wayne","OH","For profit","365317"
"2508","MANOR AT PERRYSBURG","Wood","OH","For profit","366022"
"2509","SKLD PERRYSBURG ILLUMINATE HC PERRYSBURG","Wood","OH","For profit","365624"
"2510","BROOKHAVEN EXTENSIVE CARE","Cleveland","OK","For profit","375461"
"2511","GRACE LIVING CENTER-NORMAN","Cleveland","OK","For profit","375122"
"2512","HOLIDAY HEIGHTS HEALTHCARE","Cleveland","OK","For profit","37E052"
"2513","MEDICAL PARK WEST REHABILITATION & SKILLED CARE","Cleveland","OK","For profit","375551"
"2514","NOBLE HEALTH CARE CENTER","Cleveland","OK","Government","375245"
"2515","BEACON RIDGE","Creek","OK","For profit","375572"
"2516","SEILING NURSING CENTER","Dewey","OK","Government","37E082"
"2517","GRACE LIVING CENTER-MANGUM","Greer","OK","For profit","375207"
"2518","PONCA CITY NURSING & REHABILITATION CENTER","Kay","OK","For profit","375439"
"2519","BROADWAY MANOR NURSING HOME","Muskogee","OK","For profit","375146"
"2520","CAPITOL HILL SKILLED NURSING AND THERAPY","Oklahoma","OK","For profit","375151"
"2521","CROSS TIMBERS NURSING AND REHABILIATION","Oklahoma","OK","For profit","375573"
"2522","PARCWAY","Oklahoma","OK","For profit","375412"
"2523","SKIATOOK NURSING HOME,LLC","Osage","OK","For profit","375293"
"2524","NEW HOPE RETIREMENT & CARE CENTER","Pittsburg","OK","For profit","375384"
"2525","FRANCISCAN VILLA","Tulsa","OK","For profit","375525"
"2526","OKLAHOMA METHODIST MANOR, INC.","Tulsa","OK","Non profit","375454"
"2527","THE VILLAGES AT SOUTHERN HILLS","Tulsa","OK","For profit","375546"
"2528","COWETA MANOR NURSING HOME","Wagoner","OK","For profit","375304"
"2529","BARTLESVILLE HEALTH AND REHABILITATION COMMUNITY","Washington","OK","For profit","375110"
"2530","CORVALLIS MANOR","Benton","OR","For profit","385072"
"2531","LEBANON VETERANS HOME","Linn","OR","Non profit","385280"
"2532","MARQUIS MARIAN ESTATES","Marion","OR","For profit","385240"
"2533","THE OAKS AT SHERWOOD PARK","Marion","OR","For profit","385241"
"2534","TIERRA ROSE CARE CENTER","Marion","OR","For profit","38E075"
"2535","CORNERSTONE CARE OPTION","Multnomah","OR","For profit","38E173"
"2536","FRIENDSHIP HEALTH CENTER","Multnomah","OR","Non profit","385121"
"2537","HEALTHCARE AT FOSTER CREEK","Multnomah","OR","For profit","385281"
"2538","LAURELHURST VILLAGE","Multnomah","OR","For profit","385010"
"2539","MARQUIS MILL PARK","Multnomah","OR","For profit","385214"
"2540","VILLAGE HEALTH CARE","Multnomah","OR","For profit","385068"
"2541","OREGON VETERANS HOME","Wasco","OR","Non profit","385257"
"2542","AVAMERE REHABILITATION OF BEAVERTON","Washington","OR","For profit","385195"
"2543","AVAMERE REHABILITATION OF HILLSBORO","Washington","OR","For profit","385251"
"2544","JOHN J KANE REGIONAL CENTER-GL","Allegheny","PA","Government","395643"
"2545","ST BARNABAS NURSING HOME","Allegheny","PA","Non profit","395605"
"2546","BRIGHTON REHABILITATION AND WELLNESS CENTER","Beaver","PA","For profit","395015"
"2547","SOUTHEASTERN PENNSYLVANIA VETERAN'S CENTER","Chester","PA","Government","39A435"
"2548","BRETHREN VILLAGE","Lancaster","PA","Non profit","395328"
"2549","GARDEN SPOT VILLAGE","Lancaster","PA","Non profit","396079"
"2550","HAMILTON ARMS CENTER","Lancaster","PA","For profit","395224"
"2551","HOMESTEAD VILLAGE, INC","Lancaster","PA","Non profit","395720"
"2552","LANDIS HOMES","Lancaster","PA","Non profit","395797"
"2553","MANORCARE HEALTH SERVICES-LANCASTER","Lancaster","PA","Non profit","395199"
"2554","MENNONITE HOME, THE","Lancaster","PA","Non profit","395559"
"2555","PLEASANT VIEW COMMUNITIES","Lancaster","PA","Non profit","395786"
"2556","LEHIGH CENTER","Lehigh","PA","For profit","395939"
"2557","MANORCARE HEALTH SERVICES-BETHLEHEM (2021)","Lehigh","PA","Non profit","395429"
"2558","NORTHAMPTON COUNTY-GRACEDALE","Northampton","PA","Government","395476"
"2559","RENAISSANCE HEALTHCARE & REHABILITATION CENTER","Philadelphia","PA","For profit","395628"
"2560","SAINT ELIZABETH MANOR EAST BAY","Bristol","RI","Non profit","415050"
"2561","BRENTWOOD NURSING HOME","Kent","RI","For profit","415061"
"2562","RIVERVIEW HEALTHCARE COMMUNITY","Kent","RI","For profit","415082"
"2563","WEST SHORE HEALTH CENTER","Kent","RI","For profit","415028"
"2564","WEST VIEW NURSING AND REHABILIATION CENTER","Kent","RI","For profit","415067"
"2565","VILLAGE HOUSE NURSING & REHABILITATION CENTER","Newport","RI","For profit","415074"
"2566","BANNISTER CTR FOR REHABILITATION AND HEALTH CARE","Providence","RI","For profit","415038"
"2567","BERKSHIRE PLACE","Providence","RI","For profit","415119"
"2568","BETHANY HOME OF RHODE ISLAND","Providence","RI","Non profit","415096"
"2569","CHARLESGATE NURSING CENTER","Providence","RI","For profit","415052"
"2570","CRYSTAL LAKE REHABILITATION AND CARE CENTER","Providence","RI","For profit","415099"
"2571","ELMHURST REHABILITATION & HEALTHCARE CENTER","Providence","RI","For profit","415084"
"2572","EVERGREEN HOUSE HEALTH CENTER","Providence","RI","For profit","415056"
"2573","GOLDEN CREST NURSING CENTRE","Providence","RI","For profit","415029"
"2574","GREENVILLE SKILLED NURSING AND REHABILITATION","Providence","RI","For profit","415087"
"2575","HALLWORTH HOUSE","Providence","RI","Non profit","415024"
"2576","HARRIS HEALTH CARE CENTER NORTH","Providence","RI","For profit","415108"
"2577","HERITAGE HILLS NURSING & REHABILITATION CENTER","Providence","RI","For profit","415039"
"2578","HOPKINS MANOR LTD","Providence","RI","For profit","415035"
"2579","MOUNT ST RITA HEALTH CENTRE","Providence","RI","Non profit","415085"
"2580","OAK HILL HEALTH & REHABILITATION CENTER","Providence","RI","For profit","415027"
"2581","OAKLAND GROVE HEALTH CARE CENTER","Providence","RI","For profit","415110"
"2582","ORCHARD VIEW MANOR","Providence","RI","For profit","415059"
"2583","ST ANTOINE RESIDENCE","Providence","RI","Non profit","415106"
"2584","SUMMIT COMMONS REHABILITATION AND HEALTH CARE CNT","Providence","RI","For profit","415129"
"2585","WOONSOCKET HEALTH CENTRE","Providence","RI","For profit","415041"
"2586","SCALABRINI VILLA","Washington","RI","Non profit","415063"
"2587","SOUTH KINGSTOWN NURSING AND REHAB CTR","Washington","RI","For profit","415054"
"2588","ANCHOR REHAB AND HEALTHCARE CENTER OF AIKEN, LLC","Aiken","SC","For profit","425311"
"2589","CARLYLE SENIOR CARE OF AIKEN","Aiken","SC","For profit","425014"
"2590","JOHN EDWARD HARTER NURSING CENTER","Allendale","SC","For profit","425103"
"2591","BAYVIEW MANOR","Beaufort","SC","For profit","425067"
"2592","FRASER HEALTH CENTER","Beaufort","SC","Non profit","425150"
"2593","HEARTLAND HEALTH AND REHABILITATION CARE CENTER-HA","Charleston","SC","For profit","425289"
"2594","WHITE OAK MANOR - CHARLESTON","Charleston","SC","For profit","425128"
"2595","LAKE MARION NURSING FACILITY","Clarendon","SC","Non profit","425300"
"2596","WINDSOR MANOR","Clarendon","SC","Non profit","425114"
"2597","BETHEA BAPTIST HEALTHCARE CENTER","Darlington","SC","Non profit","425372"
"2598","RIDGEWAY MANOR HEALTHCARE CENTER","Fairfield","SC","For profit","425158"
"2599","BRUSHY CREEK POST ACUTE","Greenville","SC","For profit","425004"
"2600","GREENVILLE POST ACUTE","Greenville","SC","For profit","425042"
"2601","GREER REHABILITATION AND HEALTHCARE CENTER","Greenville","SC","For profit","425138"
"2602","HEARTLAND HEALTH CARE CENTER - GREENVILLE EAST","Greenville","SC","Non profit","425106"
"2603","POINSETT REHABILITATION AND HEALTHCARE CENTER","Greenville","SC","For profit","425102"
"2604","SIMPSONVILLE REHABILITATION AND HEALTHCARE CENTER,","Greenville","SC","For profit","425112"
"2605","NHC HEALTHCARE - BLUFFTON","Jasper","SC","For profit","425397"
"2606","MCCOY MEMORIAL NURSING CENTER","Lee","SC","For profit","425174"
"2607","L.M.C.- EXTENDED CARE","Lexington","SC","Government","425321"
"2608","PRISMA HEALTH-LILA DOYLE","Oconee","SC","For profit","425075"
"2609","C M TUCKER JR NURSING CARE","Richland","SC","Government","425074"
"2610","HEARTLAND OF COLUMBIA REHAB AND NURSING CENTER","Richland","SC","For profit","425008"
"2611","MAGNOLIA MANOR - COLUMBIA","Richland","SC","For profit","425287"
"2612","PRUITTHEALTH- COLUMBIA","Richland","SC","For profit","425013"
"2613","THE HERITAGE AT LOWMAN REHAB AND HEALTHCARE","Richland","SC","Non profit","425100"
"2614","WILDEWOOD DOWNS","Richland","SC","For profit","425385"
"2615","MAGNOLIA MANOR - INMAN","Spartanburg","SC","For profit","425032"
"2616","MOUNTAINVIEW NURSING HOME","Spartanburg","SC","Non profit","425027"
"2617","ROSECREST REHABILITATION AND HEALTHCARE CENTER","Spartanburg","SC","Non profit","425376"
"2618","WHITE OAK AT NORTH GROVE INC","Spartanburg","SC","For profit","425408"
"2619","ROCK HILL POST ACUTE CARE CENTER","York","SC","For profit","425159"
"2620","GOOD SAMARITAN SOCIETY SIOUX FALLS VILLAGE","Minnehaha","SD","Non profit","435045"
"2621","BELLS NURSING AND REHABILITATION CENTER","Crockett","TN","For profit","445463"
"2622","AHC CUMBERLAND","Davidson","TN","For profit","445262"
"2623","NASHVILLE CENTER FOR REHABILITATION AND HEALING LL","Davidson","TN","For profit","445512"
"2624","NASHVILLE COMMUNITY CARE & REHABILITATION AT BORDE","Davidson","TN","For profit","445033"
"2625","TREVECCA CENTER FOR REHABILITATION AND HEALING LLC","Davidson","TN","For profit","445112"
"2626","BAILEY PARK CLC","Gibson","TN","For profit","445339"
"2627","AHC FOREST COVE","Madison","TN","For profit","445453"
"2628","LIFE CARE CENTER OF ATHENS","Mc Minn","TN","For profit","445298"
"2629","SIGNATURE HEALTHCARE OF PUTNAM COUNTY","Putnam","TN","For profit","445136"
"2630","BOULEVARD TERRACE REHABILITATION AND NURSING HOME","Rutherford","TN","For profit","445235"
"2631","CHRISTIAN CARE CENTER OF MEMPHIS","Shelby","TN","For profit","445522"
"2632","GRACE HEALTHCARE OF CORDOVA","Shelby","TN","For profit","445218"
"2633","PARKWAY HEALTH AND REHABILITATION CENTER","Shelby","TN","For profit","445387"
"2634","THE KINGS DAUGHTERS AND SONS","Shelby","TN","Non profit","445221"
"2635","THE VILLAGE AT GERMANTOWN","Shelby","TN","Non profit","445482"
"2636","GALLATIN HEALTH CARE CENTER, LLC","Sumner","TN","For profit","445183"
"2637","NHC PLACE SUMNER","Sumner","TN","For profit","445519"
"2638","NHC HEALTHCARE, FRANKLIN","Williamson","TN","For profit","445127"
"2639","NHC PLACE AT COOL SPRINGS","Williamson","TN","For profit","445475"
"2640","SOMERFIELD AT THE HERITAGE","Williamson","TN","For profit","445488"
"2641","SOUTHEAST NURSING & REHABILITATION CENTER","Bexar","TX","For profit","675883"
"2642","VERANDA REHABILITATION AND HEALTHCARE","Cameron","TX","For profit","455925"
"2643","SKYLINE NURSING CENTER","Dallas","TX","For profit","455653"
"2644","THE RESERVE AT RICHARDSON","Dallas","TX","For profit","676448"
"2645","PARK MANOR OF QUAIL VALLEY","Fort Bend","TX","For profit","676073"
"2646","THE RESORT AT TEXAS CITY","Galveston","TX","For profit","675214"
"2647","THE HEIGHTS OF TOMBALL","Harris","TX","For profit","676350"
"2648","HUGULEY NURSING & REHAB CENTER","Johnson","TX","Non profit","455763"
"2649","WHISPERWOOD NURSING & REHABILITATION CENTER","Lubbock","TX","For profit","675527"
"2650","THE HEIGHTS OF TYLER","Smith","TX","For profit","676262"
"2651","BROOKDALE WESTLAKE HILLS","Travis","TX","For profit","455866"
"2652","PARK MANOR BEE CAVE","Travis","TX","For profit","676373"
"2653","PINE CREEK REHABILITATION AND NURSING","Salt Lake","UT","For profit","46A064"
