provnum,def_count,provname,county,state,ownership_type
505269,3,VANCOUVER SPECIALTY AND REHAB CARE,Clark,WA,For profit
505272,4,LIFE CARE CENTER OF MOUNT VERNON,Skagit,WA,For profit
505273,2,PRESTIGE CARE & REHABILITATION - CAMAS,Clark,WA,For profit
505280,3,RENTON NURSING AND REHABILITATION CENTER,King,WA,For profit
505309,2,CAREAGE OF WHIDBEY,Island,WA,For profit
505313,1,HALLMARK MANOR,King,WA,For profit
505318,2,LIFE CARE CENTER OF SKAGIT VALLEY,Skagit,WA,For profit
505320,0,COLUMBIA CREST CENTER,Grant,WA,For profit
505324,2,LIFE CARE CENTER OF PUYALLUP,Pierce,WA,For profit
505326,2,HEARTWOOD EXTENDED HEALTHCARE,Pierce,WA,For profit
505334,1,LIFE CARE CENTER OF KIRKLAND,King,WA,For profit
505338,2,SNOHOMISH HEALTH AND REHABILITATION,Snohomish,WA,For profit
505346,1,CHENEY CARE CENTER,Spokane,WA,Non profit
505348,1,GOOD SAMARITAN HEALTH CARE CTR,Yakima,WA,For profit
505367,4,WILLOW SPRINGS CARE AND REHABILITATION,Yakima,WA,For profit
505372,0,REGENCY CANYON LAKES REHAB AND NURSING CENTER,Benton,WA,For profit
505378,2,PRESTIGE CARE & REHABILITATION - BURLINGTON,Skagit,WA,For profit
505383,1,SULLIVAN PARK CARE CENTER,Spokane,WA,For profit
505395,1,GOOD SAMARITAN SOCIETY - STAFHOLT,Whatcom,WA,Non profit
505400,3,ENUMCLAW HEALTH & REHAB CENTER,King,WA,For profit
505401,2,PRESTIGE CARE & REHABILITATION - PARKSIDE,Yakima,WA,For profit
505403,2,BETHANY AT SILVER LAKE,Snohomish,WA,For profit
505404,2,BETHANY AT PACIFIC,Snohomish,WA,Non profit
505409,1,SUMMITVIEW HEALTHCARE CENTER,Yakima,WA,Non profit
505416,1,FOSS HOME & VILLAGE,King,WA,Non profit
505434,1,LYNNWOOD POST ACUTE REHABILITATION CENTER,Snohomish,WA,For profit
505435,1,TACOMA LUTHERAN RETIREMENT COMMUNITY,Pierce,WA,Non profit
505436,1,"MANOR CARE OF GIG HARBOR WA, LLC",Pierce,WA,Non profit
505442,1,CAROLINE KLINE GALLAND HOME,King,WA,Non profit
505453,2,KIN ON HEALTH CARE CENTER,King,WA,Non profit
505455,1,JUDSON PARK HEALTH CENTER,King,WA,Non profit
505463,2,SUNRISE VIEW CONVALESCENT CTR,Snohomish,WA,For profit
505465,2,JOSEPHINE CARING COMMUNITY,Snohomish,WA,Non profit
505470,1,COLUMBIA LUTHERAN HOME,King,WA,Non profit
505476,0,BAILEY-BOUSHAY HOUSE,King,WA,Non profit
505488,3,RICHMOND BEACH REHAB,King,WA,For profit
505489,3,SEA MAR COMMUNITY CARE CENTER,King,WA,Non profit
505500,1,MISSION HEALTHCARE AT BELLEVUE,King,WA,For profit
505508,2,ROCKWOOD AT HAWTHORNE,Spokane,WA,Non profit
505509,2,SPOKANE VETERANS HOME,Spokane,WA,Government
505512,0,GARDEN TERRACE HEALTHCARE CENTER OF FEDERAL WAY,King,WA,For profit
505513,1,STAFFORD HEALTHCARE,King,WA,For profit
505519,1,BENSON HEIGHTS REHABILITATION CENTER,King,WA,For profit
505522,1,MANORCARE HEALTH SERVICES - SALMON CREEK,Clark,WA,Non profit
505526,0,LIFE CARE CENTER OF SOUTH HILL,Pierce,WA,For profit
505527,3,PRESTIGE POST-ACUTE AND REHAB CENTER - EDMONDS,Snohomish,WA,For profit
505528,2,LEA HILL REHABILITATION AND CARE CENTER,King,WA,Non profit
505529,1,AVAMERE TRANSITIONAL CARE OF PUGET SOUND,Pierce,WA,For profit
50A260,1,"FIRCREST SCHOOL, PAT N",King,WA,Government
515029,1,SUMMERSVILLE REGIONAL MEDICAL CENTER,Nicholas,WV,Government
515035,3,RIVERSIDE HEALTH AND REHABILITATION CENTER,Kanawha,WV,For profit
515060,4,HERITAGE CENTER,Cabell,WV,For profit
515065,2,ELDERCARE HEALTH AND REHABILITATION,Jackson,WV,For profit
515083,1,SUNDALE NURSING HOME,Monongalia,WV,Non profit
515089,4,EASTBROOK CENTER,Kanawha,WV,For profit
515106,3,TEAYS VALLEY CENTER,Putnam,WV,For profit
515125,2,CAMERON NURSING AND REHABILITATION CENTER,Marshall,WV,For profit
515134,4,MEADOWBROOK ACRES,Kanawha,WV,For profit
515140,2,TRINITY HEALTH CARE OF LOGAN,Logan,WV,For profit
515146,3,MARMET CENTER,Kanawha,WV,For profit
515168,1,WAYNE NURSING AND REHABILITATION CENTER,Wayne,WV,For profit
525132,0,NORTH CENTRAL HEALTH CARE,Marathon,WI,Government
525375,2,OAKWOOD LUTHERAN HOMES ASSOC,Dane,WI,Non profit
525498,5,BRIA OF TRINITY VILLAGE,Milwaukee,WI,For profit
525568,5,"SUNNY RIDGE NURSING AND REHABILITATION CENTER, LLC",Sheboygan,WI,For profit
525653,0,VIRGINIA HIGHLANDS HLTH AND REHAB,Washington,WI,For profit
525728,0,OAK PARK PLACE OF JANESVILLE,Rock,WI,For profit
555004,3,PLAYA DEL REY CENTER,Los Angeles,CA,For profit
555017,5,RIVERWALK POST ACUTE,Riverside,CA,For profit
555020,3,LAGUNA HONDA HOSPITAL & REHABILITATION CTR D/P SNF,San Francisco,CA,Government
555030,2,COLLEGE VISTA CONVALESCENT HOSPITAL,Los Angeles,CA,For profit
555045,2,SHADOW HILLS CONV. HOSPITAL,Los Angeles,CA,For profit
555060,1,WINDSOR THE RIDGE REHABILITATION CENTER,Monterey,CA,For profit
555069,3,WESTERN CONV. HOSPITAL,Los Angeles,CA,For profit
555070,3,SOUTHLAND,Los Angeles,CA,For profit
555071,3,SUNNYVIEW CARE CENTER,Los Angeles,CA,For profit
555076,1,AVOCADO POST ACUTE,San Diego,CA,For profit
555083,1,ESKATON CARE CENTER MANZANITA,Sacramento,CA,Non profit
555086,2,KINGSLEY MANOR CARE CENTER,Los Angeles,CA,Non profit
555089,2,MEADOWS RIDGE CARE CENTER,San Bernardino,CA,For profit
555096,2,GOLDEN CROSS HEALTH CARE,Los Angeles,CA,For profit
555098,3,ESKATON CARE CENTER GREENHAVEN,Sacramento,CA,Non profit
555108,3,INLAND CHRISTIAN HOME,San Bernardino,CA,Non profit
555112,1,EL RANCHO VISTA HEALTH CARE CENTER,Los Angeles,CA,For profit
555114,4,DRIFTWOOD HEALTHCARE CENTER,Los Angeles,CA,For profit
555126,0,ARARAT CONVALESCENT HOSPITAL,Los Angeles,CA,Non profit
555130,3,MAYWOOD SKILLED NURSING & WELLNESS CENTRE,Los Angeles,CA,For profit
555132,3,VALLEY VISTA NURSING AND TRANSITIONAL CARE LLC,Los Angeles,CA,For profit
555135,0,HIGHLAND SPRINGS CARE CENTER,Riverside,CA,For profit
555137,1,GRANCELL VILLAGE OF THE JEWISH HOMES FOR THE AGING,Los Angeles,CA,Non profit
555140,2,THE BRADLEY COURT,San Diego,CA,For profit
555165,1,HIGHLAND PARK SKILLED NURSING AND WELLNESS CENTER,Los Angeles,CA,For profit
555189,2,MERCY RETIREMENT & CARE CENTER,Alameda,CA,Non profit
555190,2,ENGLISH OAKS CONVALESCENT & REHABILITATION HOSPITA,Stanislaus,CA,For profit
555199,2,COAST CARE CONVALESCENT CENTER,Los Angeles,CA,For profit
555206,2,BOULDER CREEK POST ACUTE,San Diego,CA,For profit
555235,3,SETON MEDICAL CENTER D/P SNF,San Mateo,CA,Non profit
555236,3,MARIAN MEDICAL CENTER D/P SNF,Santa Barbara,CA,Non profit
555240,2,TURLOCK NURSING & REHABILITATION CENTER,Stanislaus,CA,For profit
555247,2,RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,Riverside,CA,For profit
555249,3,SEA CLIFF HEALTHCARE CENTER,Orange,CA,For profit
555255,2,EAST LOS ANGELES DOCTORS HOSP,Los Angeles,CA,For profit
555259,5,MAINPLACE POST ACUTE,Orange,CA,For profit
555261,3,ACC CARE CENTER,Sacramento,CA,Non profit
555297,4,MANORCARE HEALTH SERVICES-HEMET,Riverside,CA,Non profit
555306,1,KEI-AI SOUTH BAY HEALTHCARE CENTER,Los Angeles,CA,For profit
555307,3,CLEARWATER HEALTHCARE CENTER,San Joaquin,CA,For profit
555318,2,VILLA RANCHO BERNARDO CARE CENTER,San Diego,CA,For profit
555329,0,LA PALMA NURSING CENTER,Orange,CA,For profit
555330,1,RIVERSIDE POSTACUTE CARE,Riverside,CA,For profit
555331,2,VALENCIA GARDENS HEALTH CARE CENTER,Riverside,CA,For profit
555337,4,MANORCARE HEALTH SERVICES (CITRUS HEIGHTS),Sacramento,CA,Non profit
555338,4,BRIGHTON CARE CENTER,Los Angeles,CA,For profit
555339,3,MANORCARE HEALTH SERVICES-PALM DESERT,Riverside,CA,Non profit
555340,3,MARINA POINTE HEALTHCARE & SUBACUTE,Los Angeles,CA,For profit
555341,2,"REDWOOD CONVALESCENT HOSPITAL, INC",Alameda,CA,For profit
555348,0,GRANADA POST ACUTE,Los Angeles,CA,For profit
555350,5,TERRACINA POST ACUTE,San Bernardino,CA,For profit
555353,3,VILLA HEALTH CARE CENTER,Riverside,CA,For profit
555368,1,"CENTURY VILLA, INC",Los Angeles,CA,For profit
555374,2,MAYFLOWER CARE CENTER,Los Angeles,CA,For profit
555375,3,WINDSOR GARDENS CONVALESCENT CENTER OF LONG BEACH,Los Angeles,CA,For profit
555379,3,ASISTENCIA VILLA REHABILITATION AND CARE CENTER,San Bernardino,CA,For profit
555388,3,WEST ANAHEIM EXTENDED CARE,Orange,CA,For profit
555397,7,COUNTRY VILLA REHABILITATION CENTER,Los Angeles,CA,For profit
555398,3,WINDSOR POST-ACUTE CARE CENTER OF HAYWARD,Alameda,CA,For profit
555417,2,DESERT REGIONAL MEDICAL CENTER D/P SNF,Riverside,CA,For profit
555431,0,COUNTRY HILLS POST ACUTE,San Diego,CA,For profit
555432,3,SOLHEIM SENIOR COMMUNITY,Los Angeles,CA,Non profit
555435,2,RECHE CANYON REGIONAL REHAB CENTER,San Bernardino,CA,For profit
555438,5,KEI-AI LOS ANGELES HEALTHCARE CENTER,Los Angeles,CA,For profit
555443,1,HI-DESERT MEDICAL CENTER D/P SNF,San Bernardino,CA,For profit
555444,2,MANORCARE HEALTH SERVICES (SUNNYVALE),Santa Clara,CA,Non profit
555458,0,GLENWOOD CARE CENTER,Ventura,CA,For profit
555463,1,THE VILLAGE HEALTHCARE CENTER,Riverside,CA,For profit
555470,2,WAGNER HEIGHTS NURSING & REHABILITATION CENTER,San Joaquin,CA,For profit
555476,3,APPLE VALLEY POST ACUTE CENTER,San Bernardino,CA,For profit
555483,2,VISTA MANOR NURSING CENTER,Santa Clara,CA,For profit
555494,2,CEDAR MOUNTAIN POST ACUTE,San Bernardino,CA,For profit
555499,2,REDWOOD HEALTHCARE CENTER LLC,Alameda,CA,For profit
555519,3,"THE CARE CENTER ON HAZELTINE, LLC",Los Angeles,CA,For profit
555520,1,LEISURE COURT NURSING CENTER,Orange,CA,For profit
555522,1,COMM. HOSP. OF SAN BERNARDINO DP SNF,San Bernardino,CA,Non profit
555524,3,HEALTH CARE CTR AT THE FORUM AT RANCHO SAN ANTONIO,Santa Clara,CA,Non profit
555533,0,DRIFTWOOD HEALTHCARE CENTER - HAYWARD,Alameda,CA,For profit
555536,1,PARK REGENCY CARE CENTER,Orange,CA,For profit
555547,1,THE TERRACES OF LOS GATOS,Santa Clara,CA,Non profit
555574,4,STONEY POINT HEALTHCARE CENTER,Los Angeles,CA,For profit
555578,2,HOLIDAY MANOR CARE CENTER,Los Angeles,CA,For profit
555579,1,ARARAT NURSING FACILITY,Los Angeles,CA,Non profit
555583,2,MACLAY HEALTHCARE CENTER,Los Angeles,CA,For profit
555585,2,THE SHORES POST-ACUTE,San Diego,CA,For profit
555587,2,TOTALLY KIDS REHABILITATION HOSPITAL - D/P SNF,San Bernardino,CA,For profit
555605,3,GLENHAVEN HEALTHCARE,Los Angeles,CA,For profit
555609,1,GLENDALE HEALTHCARE CENTER,Los Angeles,CA,For profit
555613,2,THE GROVE CARE AND WELLNESS,Riverside,CA,For profit
555634,3,GREATER EL MONTE COMMUNITY HOS,Los Angeles,CA,For profit
555654,2,PRESBYTERIAN INTERCOMM HOSP DP/SNF,Los Angeles,CA,Non profit
555659,1,SAN DIEGO POST-ACUTE CENTER,San Diego,CA,For profit
555663,3,LINDSAY GARDENS NURSING & REHABILITATION,Tulare,CA,For profit
555668,2,"NORWALK SKILLED NURSING & WELLNESS CENTRE, LLC",Los Angeles,CA,For profit
555677,3,"HAWTHORNE HEALTHCARE & WELLNESS CENTRE, LP",Los Angeles,CA,For profit
555686,2,STUDIO CITY REHABILITATION CENTER,Los Angeles,CA,For profit
555688,5,WINDSOR GARDENS CONVALESCENT CENTER OF ANAHEIM,Orange,CA,For profit
555690,4,ALAMEDA CARE CENTER,Los Angeles,CA,For profit
555700,4,THE REHABILITATION CENTRE OF BEVERLY HILLS,Los Angeles,CA,For profit
555702,3,THE ORCHARDS POST-ACUTE,Kern,CA,For profit
555711,2,COMMUNITY CARE ON PALM,Riverside,CA,For profit
555715,2,COLONIAL GARDENS NURSING HOME,Los Angeles,CA,For profit
555719,2,IMPERIAL CREST HEALTH CARE CENTER,Los Angeles,CA,For profit
555726,3,COUNTRY VILLA MAR VISTA NRS CT,Los Angeles,CA,For profit
555728,1,SAN FRANCISCO TOWERS,San Francisco,CA,Non profit
555738,5,WINDSOR TERRACE HEALTH CARE,Los Angeles,CA,For profit
555739,1,THE SPRINGS AT PACIFIC REGENT,San Diego,CA,For profit
555742,1,INDIO NURSING AND REHABILITATION CENTER,Riverside,CA,For profit
555770,1,CAMARILLO HEALTHCARE CENTER,Ventura,CA,For profit
555779,1,KAISER PERMANENTE POST-ACUTE CARE CENTER,Alameda,CA,Non profit
555780,3,DEL RIO GARDENS CARE CENTER,Los Angeles,CA,For profit
555781,1,DEL RIO CONVALESCENT CENTER,Los Angeles,CA,For profit
555785,2,COURTYARD CARE CENTER,Los Angeles,CA,For profit
555790,1,CEDAR CREST NURSING AND REHABILITATION CENTER,Santa Clara,CA,For profit
555791,3,BROOKDALE NORTHRIDGE,Los Angeles,CA,For profit
555799,1,MT. PLEASANT NURSING CENTER,Santa Clara,CA,For profit
555804,4,VICTORIA POST ACUTE CARE,San Diego,CA,For profit
555808,4,THE REHABILITATION CENTER OF SANTA MONICA,Los Angeles,CA,For profit
555814,0,GOLDEN LEGACY CARE CENTER,Los Angeles,CA,For profit
555816,2,LAWNDALE HEALTHCARE & WELLNESS CENTRE LLC,Los Angeles,CA,For profit
555822,2,CANYON OAKS NURSING AND REHABILITATION CENTER,Los Angeles,CA,For profit
555830,2,LOMPOC SKILLED NURSING & REHABILITATION CENTER,Santa Barbara,CA,For profit
555846,2,JOYCE EISENBERG KEEFER MEDICAL CENTER D/P SNF,Los Angeles,CA,Non profit
555848,3,PROVIDENCE LITTLE COMP OF MARY SUBACUTE CARE CTR,Los Angeles,CA,Non profit
555850,2,ALHAMBRA HOSPITAL MED CTR DP/SNF,Los Angeles,CA,For profit
555861,4,TWIN OAKS REHABILITATION & NURSING CENTER,Tulare,CA,For profit
555865,1,HUNTINGTON HEALTHCARE CENTER,Los Angeles,CA,For profit
555869,2,LAUREL HEIGHTS COMMUNITY CARE,San Francisco,CA,For profit
555881,1,CLEAR VIEW SANITARIUM,Los Angeles,CA,For profit
555888,1,HERITAGE ON THE MARINA,San Francisco,CA,Non profit
555891,1,VETERANS HOME OF CALIFORNIA - REDDING,Shasta,CA,Government
555893,1,LEGACY HEALTHCARE CENTER,Los Angeles,CA,For profit
555894,2,FOOTHILL HEIGHTS CARE CENTER,Los Angeles,CA,For profit
555898,3,CASA DE MODESTO,Stanislaus,CA,Non profit
555903,1,THE GARDENS OF EL MONTE,Los Angeles,CA,For profit
555904,2,THE ELLISON JOHN TRANSITIONAL CARE CENTER,Los Angeles,CA,For profit
555908,1,SOUTH PASADENA CARE CENTER,Los Angeles,CA,For profit
675214,1,THE RESORT AT TEXAS CITY,Galveston,TX,For profit
675527,0,WHISPERWOOD NURSING & REHABILITATION CENTER,Lubbock,TX,For profit
675883,3,SOUTHEAST NURSING & REHABILITATION CENTER,Bexar,TX,For profit
676073,1,PARK MANOR OF QUAIL VALLEY,Fort Bend,TX,For profit
676262,0,THE HEIGHTS OF TYLER,Smith,TX,For profit
676350,3,THE HEIGHTS OF TOMBALL,Harris,TX,For profit
676373,1,PARK MANOR BEE CAVE,Travis,TX,For profit
676448,0,THE RESERVE AT RICHARDSON,Dallas,TX,For profit
686124,0,HARMONY HEALTH CENTER,Miami-Dade,FL,For profit
