agency_name,sub_agency,recipient,assist_type,biz_code,n_row,n_award,sum_row
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"NORTH NATOMAS MEDICAL CENTER , INC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,5000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NORTH PACIFIC MEDICAL CENTER,DIRECT LOAN (E),R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NORTH PACIFIC MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,6000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NORTH PARK MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",P,1,1,6000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NORTH POINT MEDICAL CENTER,DIRECT LOAN (E),R,1,1,25000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NORTH SHORE FAMILY PET HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NORTH SMITHFIELD MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,2000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"NORTH TEXAS HOSPITAL PHYSICIANS GROUP, PA",DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"NORTHERN CALIFORNIA FERTILITY MEDICAL CENTER, INC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NORTHRIDGE MEDICAL CENTER LLC,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,3000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NORTHRIDGE PET HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,5000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NORTHSIDE FAMILY MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NORTHWEST MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",P,1,1,1000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NORTHWEST MEDICAL CENTER INC.,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,3000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NORTHWEST MEDICAL CENTER LLC,GUARANTEED/INSURED LOAN (F),R,1,1,65817.22
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NORTHWEST PET HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,9000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NORTHWEST PROCEDURES AND MEDICAL CENTER PC,DIRECT LOAN (E),R,1,1,77500
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NT MEDICAL CENTER PHARMACY LLC,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NU WAVE MEDICAL CENTER PA,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NURTURE HOME & HOSPITAL MASSAGE,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,9000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NUSBAUM MEDICAL CENTERS,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,8000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NUTRITION MEDICAL CENTER INC.,GUARANTEED/INSURED LOAN (F),R,1,1,34225
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"NUTRITION MEDICAL CENTER, INC",DIRECT LOAN (E),R,1,1,100600
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"NUTRITION MEDICAL CENTER, INC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,4000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NUVIVE MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,7000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"NUVIVE MEDICAL CENTER, LLC",DIRECT LOAN (E),R,1,1,66000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,NWH MEDICAL CENTER INC,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OAKWOOD PET HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,3000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OC FAMILY MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,6000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OCCUPATIONAL MEDICAL CENTER INC,DIRECT LOAN (E),R,1,1,17000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"OCCUPATIONAL MEDICAL CENTER, INC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,8000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OCEAN REEF MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OCEAN REEF MEDICAL CENTER LLC,GUARANTEED/INSURED LOAN (F),R,1,1,267492
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OHIO VALLEY HOSPITAL GIFT SHOP,DIRECT LOAN (E),PR,1,1,25000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OHIO VALLEY MEDICAL CENTER LLC,GUARANTEED/INSURED LOAN (F),R,1,1,1995500
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OKEENE MUNICIPAL HOSPITAL AND SCHALLMO TRUST AUTHORITY,GUARANTEED/INSURED LOAN (F),R,1,1,649010
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OKLAHOMA EQUINE HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OKLAHOMA ER AND HOSPITAL,DIRECT LOAN (E),PR,1,1,42000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OKLAHOMA ER HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"OLD HOSPITAL GROUND, INC.",DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OLIVE BRANCH FAMILY MEDICAL CENTER,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"OLYMPIA MEDICAL CENTER, INC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,8000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OLYMPIC MEDICAL CENTER FOUNDATION,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",RM,1,1,3000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OMNI MEDICAL CENTER FOR WOME,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,9000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OMNI MEDICAL CENTER FOR WOMEN  P.L.C.,GUARANTEED/INSURED LOAN (F),R,1,1,55592
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"OMNI MEDICAL CENTER, PLLC",DIRECT LOAN (E),R,1,1,500000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ON POINT HEALTH MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,1000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ONE CARE MEDICAL CENTER INC,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ONE CARE MEDICAL CENTER INC,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,9000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ONE LIFE REHABCARE MEDICAL CENTER,INC",DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ONE LIFE REHABCARE MEDICAL CENTER,INC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,7000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ONE POINT PHYSICIAN MEDICAL CENTER, INC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,5000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ONE STOP MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,6000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ONEPLUS MEDICAL CENTER II, LLC",DIRECT LOAN (E),R,1,1,78100
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ONEPLUS MEDICAL CENTER II, LLC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ONLINE HOSPITAL BEDS-COM,DIRECT LOAN (E),P,1,1,1000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ONLINE HOSPITAL BEDS-COM,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",P,1,1,1000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OPTIMAL HEALTH MEDICAL CENTER INC.,DIRECT LOAN (E),R,1,1,94500
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OPTIMAL HEALTH MEDICAL CENTER INC.,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,4000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OPTIMAL WEIGHT AND WELLNESS MEDICAL CENTERS,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",P,1,1,4000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"OPTIONONE MEDICAL CENTER, LLC",DIRECT LOAN (E),R,1,1,63000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"OPTIONONE MEDICAL CENTER, LLC","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,2000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OPULENCE HOSPITAL MANAGEMENT GROUP,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OPULENCE HOSPITAL MANAGEMENT GROUP LLC,DIRECT LOAN (E),R,1,1,74500
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ORANGE COAST MEDICAL CENTER OF HOPE,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,6000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ORANGE MEDICAL CENTER LLC,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ORANGE MEDICAL CENTER LLC,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,3000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ORCHARD HOSPITAL,DIRECT LOAN (E),MR,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ORCHARD HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",RM,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ORCHARD MEDICAL CENTER BUILDING LLC,DIRECT LOAN (E),R,1,1,79700
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ORCHARD MEDICAL CENTER BUILDING LLC,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,1000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ORCHARD MEDICAL CENTER, S.C.",DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ORCHARD MEDICAL CENTER, S.C.","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OREGON STATE HOSPITAL MUSEUM OF MENTAL HEALTH,GUARANTEED/INSURED LOAN (F),M,1,1,9895
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OREX MEDICAL CENTER CORPORATION,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,1000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ORIENTAL HEALTH MEDICAL CENTER INC,DIRECT LOAN (E),R,1,1,18000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ORIENTAL MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,1000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ORIENTAL TRADITIONAL MEDICAL CENTER CORP,DIRECT LOAN (E),R,1,1,40600
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ORLANDO MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"ORLANDO MEDICAL CENTER, PL",DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,ORMOND MEDICAL CENTER INC,GUARANTEED/INSURED LOAN (F),R,1,1,141145
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OROVILLE HOSPITAL,DIRECT LOAN (E),R,1,1,90000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OSTEOPATHIC MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",P,1,1,4000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"OSWEGO NEUROPSYCH HOSPITAL,INC.",DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OUR MEDICAL CENTER LLC,GUARANTEED/INSURED LOAN (F),R,1,1,46972.7
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OUTBOARD HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,2000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OUTPATIENT MEDICAL CENTER INC,GUARANTEED/INSURED LOAN (F),R,1,1,512500
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OVIEDO FAMILY MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OZ HOSPITAL CARE LLC,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OZ MEDICAL CENTER,DIRECT LOAN (E),R,1,1,106500
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,OZ MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,6000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,P.D.MEMORIAL MEDICAL CENTER,DIRECT LOAN (E),PR,1,1,44000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,P&J HOSPITAL INC,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PACIFIC COAST COSMETIC AND LASER MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PACIFIC HORIZON MEDICAL CENTER INC.,GUARANTEED/INSURED LOAN (F),R,1,1,68357
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PACIFIC MEDICAL CENTER,DIRECT LOAN (E),PR,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PACIFIC MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",P,1,1,3000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PACIFIC MEDICAL CENTER OF HOPE,DIRECT LOAN (E),R,1,1,23200
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PACIFIC MEDICAL CENTER OF HOPE,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,3000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"PACIFIC MEDICAL CENTER, INC.",DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,"PACIFIC MEDICAL CENTER, INC.","DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PACIFIC NATUROPATHIC MEDICAL CENTER,DIRECT LOAN (E),R,1,1,64200
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PACIFIC NATUROPATHIC MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PACIFIC PET HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PACIFIC RHEUMATOLOGY MEDICAL CENTER,DIRECT LOAN (E),R,1,1,143000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PACIFIC RHEUMATOLOGY MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,7000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PACIFIC VISION MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PACIFICA PET HOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PADGETT MEDICAL CENTER,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,10000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PADGETT MEDICAL CENTER LLC,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PAGERHOSPITAL,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",P,1,1,2000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PAIN MEDICAL CENTER INC,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,2000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PALACIOS COMMUNITY MEDICAL CENTER,DIRECT LOAN (E),MR,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PALMETTO BAY MEDICAL CENTER INC,DIRECT LOAN (E),R,1,1,150000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PALMETTO BAY MEDICAL CENTER INC,"DIRECT PAYMENT FOR SPECIFIED USE, AS A SUBSIDY OR OTHER NON-REIMBURSABLE DIRECT FINANCIAL AID (C)",R,1,1,4000
SMALL BUSINESS ADMINISTRATION (SBA),SMALL BUSINESS ADMINISTRATION,PALO PINTO GENERAL HOSPITAL,GUARANTEED/INSURED LOAN (F),M,1,1,4873300
